fosterId,lastName,firstName,emailAddress,gender,userAddress,userCity,userState,userZipCode,phone,birthDate,employmentStatus,fosterActivity,specialNeedsExp,hoursAway,applicationId
51169,Barbour,Mary Lynn,BarbourM@gmail.com,female,4934 Indian Ln NW,Washington,DC,20016,321-897-3298,1961-02-19,Student,Active Foster,no,10,61269
51170,Mckain,Graciela,MckainG@msn.com,female,4123 Village Ct,Annandale,VA,22033,691-519-9873,2004-02-18,Unemployed,Inactive Foster,no,6,61270
51171,Kim,Pwint,KimP@aol.com,female,500 N Roosevelt St,Falls Church,VA,22044,497-748-7643,1974-07-08,Unemployed,Active Foster,yes,4,61271
51172,el-Abraham,Raaniya,el-AbrahamR@aol.com,female,500 N Roosevelt St,Falls Church,VA,22044,465-148-2391,1967-11-13,Unemployed,Active Foster,yes,7,61272
51173,Kopasz,Jordan,KopaszJ@gmail.com,female,2724 S Arlington Ridge Rd,Arlington,VA,22202,831-674-5789,1973-10-26,Employed,Inactive Foster,no,6,61273
51174,Bouricius,Amanda,BouriciusA@msn.com,female,2400 Queens Chapel Rd,Hyattsville,MD,20782,572-491-1426,1957-03-01,Employed,Active Foster,no,7,61274
51175,el-Mian,Fawzaana,el-MianF@aol.com,male,2400 Queens Chapel Rd,Hyattsville,MD,20782,648-175-2583,1987-11-23,Employed,Active Foster,no,6,61275
51176,Le,Sara,LeS@aol.com,male,950 25th St NW,Washington,DC,20037,752-917-8394,1997-01-04,Employed,Active Foster,no,12,61276
51177,York,Zeth,YorkZ@gmail.com,male,5603 Cypress Creek Dr,Chillum,MD,20782,513-317-4863,2005-08-13,Student,Inactive Foster,no,1,61277
51178,el-Ameen,Raaida,el-AmeenR@msn.com,male,5603 Cypress Creek Dr,Chillum,MD,20783,826-127-1582,1986-08-29,Unemployed,Active Foster,no,4,61278
51179,Reed,Ali,ReedA@aol.com,male,4101 Kaywood Pl,Mt Rainier,MD,20712,134-839-9476,2007-06-14,Employed,Inactive Foster,no,9,61279
51180,Vasquez,Rosemarie,VasquezR@gmail.com,male,4101 Kaywood Pl,Mt Rainier,MD,20713,913-967-9634,2011-06-30,Employed,Inactive Foster,no,1,61280
51181,Ramirez,Cindy,RamirezC@msn.com,male,6706 Farragut Ave,Falls Church,VA,22042,396-793-6527,1963-10-21,Student,Inactive Foster,no,10,61281
51182,Wright,Rodney,WrightR@aol.com,male,3001 Branch Ave,Hillcrest Heights,MD,20748,871-789-2879,1965-11-26,Employed,Active Foster,yes,4,61282
51183,Nakata,Angelica,NakataA@aol.com,male,2740 32nd St NW,Washington,DC,20008,974-173-3782,2006-04-03,Student,Active Foster,yes,11,61283
51184,Turner,Walter,TurnerW@gmail.com,male,3601 Newark St NW,Washington,DC,20016,168-253-8427,1971-04-07,Student,Inactive Foster,no,6,61284
51185,Alvarez,Yuliza,AlvarezY@msn.com,male,4545 Wheeler Rd,Glassmanor,MD,20745,813-658-5962,1994-01-11,Retired,Inactive Foster,yes,1,61285
51186,Powell,Usama,PowellU@aol.com,male,831 Rock Creek Church Rd NW,Washington,DC,20010,176-819-6741,2001-08-06,Employed,Inactive Foster,no,5,61286
51187,Galvan-Magallanes,Bianca,Galvan-MagallanesB@aol.com,male,3301 King St,Alexandria,VA,22302,439-249-5849,1954-08-02,Employed,Active Foster,no,9,61287
51188,Lee,Stacee,LeeS@gmail.com,male,3466 Brinkley Rd,Temple Hills,MD,20748,453-421-1963,1998-12-03,Employed,Active Foster,no,7,61288
51189,Hicks,Trey,HicksT@aol.com,male,4608 Battenburg Ln,Fairfax,VA,22030,928-271-8793,1949-05-24,Employed,Inactive Foster,no,1,61289
51190,Davis,Davoney,DavisD@aol.com,male,10833 Verde Vista Dr,Fairfax,VA,22030,978-412-7381,1984-07-23,Retired,Active Foster,yes,9,61290
51191,Naranjo,Aiden,NaranjoA@gmail.com,male,12312 Field Lark Ln,Fairfax,VA,22030,517-176-1357,1998-05-09,Employed,Inactive Foster,no,11,61291
51192,Bresciani,Stephanie,BrescianiS@msn.com,male,9459 Fairfax Blvd,Fairfax,VA,22031,483-435-6192,1994-10-16,Employed,Active Foster,no,6,61292
51193,al-Yousuf,Iyaad,al-YousufI@aol.com,male,10809 Carol St,Fairfax,VA,22030,658-632-5832,1964-06-15,Unemployed,Active Foster,yes,4,61293
51194,Whiteman,Amya,WhitemanA@aol.com,male,4283 Fox Lake Dr,Fairfax,VA,22030,158-784-1376,1999-05-08,Employed,Inactive Foster,no,10,61294
51195,Williams,Samantha,WilliamsS@gmail.com,male,3138 Barkley Dr,Fairfax,VA,22031,895-529-1476,1974-08-15,Student,Active Foster,yes,6,61295
51196,Kukucka,Cole,KukuckaC@msn.com,male,13108 Poplar Tree Rd,Fairfax,VA,22033,715-952-1973,1957-09-27,Employed,Inactive Foster,no,11,61296
51197,Barry,Jacqueline,BarryJ@aol.com,male,2933 Everleigh Way,Fairfax,VA,22031,825-427-5176,2000-09-03,Employed,Active Foster,no,6,61297
51198,al-Sattar,Najwa,al-SattarN@aol.com,male,10825 Crest St,Fairfax,VA,22030,639-971-9517,1997-10-05,Student,Inactive Foster,no,7,61298
51199,Cruz,Jessis,CruzJ@aol.com,male,4617 Carsbrooke Ln,Fairfax,VA,22030,983-785-6258,2009-05-01,Retired,Inactive Foster,no,11,61299
51200,Mayhew,Kade,MayhewK@aol.com,male,13116 Pennerview Ln,Fairfax,VA,22033,528-642-3651,1952-11-13,Employed,Active Foster,yes,5,61300
51201,el-Jafri,Hamdi,el-JafriH@gmail.com,male,12703 Sabastian Dr,Fairfax,VA,22030,183-792-1563,1960-10-18,Retired,Inactive Foster,no,11,61301
51202,Lopez,Stephanie,LopezS@msn.com,male,10003 Five Oaks Rd,Fairfax,VA,22031,367-652-8254,1975-07-20,Employed,Active Foster,yes,1,61302
51203,Hedberg,Mariah,HedbergM@aol.com,male,7205 Arrowood Rd,Bethesda,MD,20817,185-852-6753,1997-07-24,Student,Active Foster,yes,5,61303
51204,Box,Karlena,BoxK@aol.com,male,5912 Melvern Dr,Bethesda,MD,20817,594-617-4179,2002-05-05,Employed,Active Foster,no,9,61304
51205,Gillespie,Autryana,GillespieA@gmail.com,male,6208 Bradley Blvd,Bethesda,MD,20817,369-973-5463,1972-03-22,Unemployed,Active Foster,no,3,61305
51206,el-Zamani,Ghaada,el-ZamaniG@msn.com,male,4504 N Chelsea Ln,Bethesda,MD,20814,162-739-8419,1956-05-05,Retired,Inactive Foster,yes,3,61306
51207,Hernandez,Gabrielle,HernandezG@aol.com,male,6832 Tulip Hill Ter,Bethesda,MD,20816,683-785-7194,2004-04-22,Employed,Active Foster,no,9,61307
51208,al-Lodi,Naseeba,al-LodiN@aol.com,male,113 S Brook Ln,Bethesda,MD,20814,347-562-8239,2003-10-17,Unemployed,Inactive Foster,no,8,61308
51209,Colborg,Anthony,ColborgA@msn.com,male,5304 Ventnor Rd,Bethesda,MD,20816,823-354-9367,1980-05-13,Retired,Active Foster,no,8,61309
51210,Nguyen,Saleel,NguyenS@aol.com,male,4609 Maple Ave,Bethesda,MD,20814,649-254-3274,1979-02-08,Student,Inactive Foster,no,5,61310
51211,Plott,Joylynn,PlottJ@aol.com,male,9217 E Parkhill Dr,Bethesda,MD,20814,596-651-6584,1998-07-29,Employed,Inactive Foster,no,7,61311
51212,el-Abdi,Marwa,el-AbdiM@gmail.com,male,8017 Park Ln,Bethesda,MD,20814,195-826-5847,2006-09-12,Retired,Active Foster,no,11,61312
51213,Olarte,Raymond,OlarteR@msn.com,male,3301 Fessenden St NW,Washington,DC,20008,451-584-4187,1985-02-10,Employed,Active Foster,no,3,61313
51214,Coriz,Jasmine,CorizJ@aol.com,male,3005 Chancellors Way NE,Washington,DC,20017,825-831-7284,1999-06-26,Employed,Active Foster,no,5,61314
51215,al-Badie,Minnah,al-BadieM@aol.com,male,1607 28th St NW,Washington,DC,20007,536-627-3289,1965-04-20,Student,Active Foster,no,7,61315
51216,Cochran,Collin,CochranC@gmail.com,male,7201 Dulany Ct,Mclean,VA,22101,431-952-8495,1980-01-23,Employed,Inactive Foster,no,12,61316
51217,Cox,Miranda,CoxM@msn.com,male,2030 N Quinn St,Arlington,VA,22209,623-926-5289,1966-03-11,Retired,Active Foster,no,8,61317
51218,Vazquez Arvizo,Rachel,Vazquez ArvizoR@aol.com,male,1526 17th St NW,Washington,DC,20036,248-634-2791,2003-05-25,Employed,Active Foster,no,3,61318
51219,Dakos,Marissa,DakosM@gmail.com,male,900 N Taylor St,Arlington,VA,22203,641-126-3586,1970-07-21,Retired,Active Foster,no,5,61319
51220,Sandoval,Kawii,SandovalK@msn.com,male,4400 Garfield St NW,Washington,DC,20007,279-317-4821,2011-10-22,Student,Active Foster,no,11,61320
51221,Eatwell,Madeline,EatwellM@aol.com,male,1439 Shippen Ln SE,Washington,DC,20020,365-465-6521,1992-07-25,Employed,Inactive Foster,no,1,61321
51222,Sago,Cheyenne,SagoC@aol.com,male,3528 Albemarle St NW,Washington,DC,20008,759-964-2467,1962-06-08,Student,Active Foster,yes,1,61322
51223,Hubregsen,Joshua,HubregsenJ@gmail.com,male,1402 S St NW,Washington,DC,20009,268-761-8562,1969-05-10,Unemployed,Inactive Foster,no,11,61323
51224,el-Mustafa,Sireen,el-MustafaS@msn.com,male,1000 New Jersey Ave SE,Washington,DC,20003,132-891-9534,1999-01-15,Employed,Active Foster,no,5,61324
51225,Glaister,Emily,GlaisterE@aol.com,male,1661 Crescent Pl NW,Washington,DC,20009,753-912-7613,1968-02-16,Student,Inactive Foster,no,11,61325
51226,Ngo,Jesse,NgoJ@aol.com,male,1207 Buchanan St,Mclean,VA,22101,647-732-3182,1964-05-16,Employed,Active Foster,no,5,61326
51227,Rivas,Luke,RivasL@gmail.com,male,6478 Oakwood Dr,Falls Church,VA,22041,783-519-4975,1951-07-15,Employed,Inactive Foster,no,5,61327
51228,Campbell,Jennifer,CampbellJ@msn.com,male,3117 Graydon St,Falls Church,VA,22042,728-876-3247,1984-01-31,Unemployed,Inactive Foster,yes,4,61328
51229,Hernandez,Derek,HernandezD@aol.com,male,4319 18th St NW,Washington,DC,22011,174-482-4285,1965-04-04,Employed,Inactive Foster,yes,3,61329
51230,Thornhill,Dionna,ThornhillD@gmail.com,male,3246 S Utah St,Arlington,VA,22206,649-958-2317,1965-03-16,Student,Inactive Foster,yes,10,61330
51231,Brown,Shanice,BrownS@msn.com,male,4017 22nd St N,Arlington,VA,22207,138-693-9623,2000-03-08,Employed,Active Foster,yes,6,61331
51232,al-Sadek,Sabeeka,al-SadekS@aol.com,male,2228 Mclean Park Rd,Falls Church,VA,22043,917-742-5239,1964-01-16,Employed,Active Foster,no,11,61332
51233,Runningbear-Paul,Donovan,Runningbear-PaulD@aol.com,male,811 N Daniel St,Arlington,VA,22201,136-178-6145,1975-07-20,Employed,Inactive Foster,no,11,61333
51234,Garand,Karen,GarandK@gmail.com,male,210 N Columbus St,Arlington,VA,22203,176-365-2678,2009-04-18,Retired,Inactive Foster,yes,5,61334
51235,Razo,Julian,RazoJ@msn.com,male,2915 O ST NW,Washington,DC,20007,865-426-7912,1967-08-24,Student,Active Foster,no,7,61335
51236,Nuon,Robby,NuonR@aol.com,male,2804 Q St NW,Washington,DC,20007,615-638-7214,1998-01-17,Unemployed,Active Foster,no,2,61336
51237,Contreras-Torres,Brittany,Contreras-TorresB@aol.com,male,4507 Holmes Run Pkwy,Alexandria,VA,22304,195-632-6719,1955-07-20,Employed,Active Foster,no,2,61337
51238,Wells,Kesha,WellsK@gmail.com,male,3407 Gilden Dr,Alexandria,VA,22305,123-826-8452,1979-02-22,Employed,Active Foster,no,2,61338
51239,Cantu,Esmeralda,CantuE@aol.com,male,3006 13th St NW,Washington,DC,20009,846-397-9462,2004-08-06,Student,Inactive Foster,yes,1,61339
51240,Samoy,Lacie,SamoyL@aol.com,male,3322 Breckenridge Ct,Annandale,VA,22033,359-185-8415,1970-07-05,Employed,Active Foster,yes,4,61340
51241,Hayes,Chaz,HayesC@gmail.com,male,4053 Taney Ave,Alexandria,VA,22304,984-413-9347,1975-08-09,Retired,Active Foster,yes,1,61341
51242,Hudson,Ariel,HudsonA@msn.com,male,2101 Connecticut Ave NW,Washington,DC,20008,251-652-9236,1993-05-15,Unemployed,Active Foster,no,3,61342
51243,Fink,Evan,FinkE@aol.com,male,7902 Holmes Run Dr,Falls Church,VA,22042,397-674-9257,1950-04-30,Employed,Inactive Foster,yes,3,61343
51244,Perez,Hector,PerezH@aol.com,male,4600 Duke St,Alexandria,VA,22304,258-934-1354,1992-08-01,Retired,Active Foster,no,2,61344
51245,el-Mostafa,Mu'mina,el-MostafaM@gmail.com,male,1011 Arlington Blvd,Arlington,VA,22209,815-258-5398,1990-02-15,Unemployed,Inactive Foster,yes,8,61345
51246,Dugo,Emilie,DugoE@msn.com,male,3900 Tunlaw Rd NW,Washington,DC,20007,341-351-2685,1990-02-24,Employed,Active Foster,no,2,61346
51247,Siders,Tyrell,SidersT@aol.com,male,3125 Celadon Ln,Falls Church,VA,22044,197-985-2879,1979-06-30,Student,Active Foster,yes,9,61347
51248,Belinski,Alexa,BelinskiA@aol.com,male,110 S Huron Dr,Oxon Hill,MD,20745,153-546-8369,1964-11-23,Employed,Active Foster,no,12,61348
51249,Foster,Antonio,FosterA@msn.com,male,307 Yoakum Pkwy,Alexandria,VA,22304,395-759-4293,1953-11-09,Employed,Inactive Foster,no,12,61349
51250,Nguyen,Joon,NguyenJ@aol.com,male,8736 Wolftrap Rd,Vienna,VA,22182,256-264-1346,1950-01-04,Employed,Active Foster,no,12,61350
51251,Vogel,Annie,VogelA@aol.com,male,2509 Foxhall Rd NW,Washington,DC,20007,924-689-6275,1977-07-10,Retired,Inactive Foster,no,3,61351
51252,Reaves,Billy,ReavesB@gmail.com,male,815 S Randolph St,Arlington,VA,22204,325-749-7216,1968-01-25,Employed,Active Foster,no,10,61352
51253,Martinez-Limon,Oscar,Martinez-LimonO@msn.com,male,3127 51st Pl NW,Washington,DC,20016,134-635-8394,1960-08-25,Student,Inactive Foster,yes,9,61353
51254,Davies,Graham,DaviesG@aol.com,male,1229 18th St NE,Washington,DC,20002,516-576-4168,1995-12-03,Employed,Active Foster,no,6,61354
51255,Khan,Misty,KhanM@aol.com,male,2475 Virginia Ave,Washington,DC,20037,519-175-3217,1962-11-07,Retired,Active Foster,no,9,61355
51256,Crowdis,Ames,CrowdisA@gmail.com,male,5511 Janice Ln,Temple Hills,MD,20748,831-456-4267,1973-05-11,Student,Inactive Foster,no,2,61356
51257,Yates,Stephanie,YatesS@msn.com,male,714 Maury Ave,Oxon Hill,MD,20745,962-642-6823,1992-09-20,Student,Active Foster,no,1,61357
51258,Leon,Matthew,LeonM@aol.com,male,2300 Pimmit Dr,Falls Church,VA,22043,418-418-2453,1954-06-09,Student,Active Foster,no,2,61358
51259,Childers,Sawyer,ChildersS@gmail.com,male,2035 N Taylor St,Arlington,VA,22207,893-629-6935,2010-06-28,Unemployed,Inactive Foster,yes,5,61359
51260,Charleston,Bobbi,CharlestonB@msn.com,male,4705 16th St NW,Washington,DC,22011,568-952-3285,1996-04-24,Student,Inactive Foster,no,11,61360
51261,Kim,Lucas,KimL@aol.com,male,89 Danbury St SW,Washington,DC,20032,645-536-6723,1948-12-14,Employed,Inactive Foster,no,6,61361
51262,Gibson,Adam,GibsonA@aol.com,male,2810 Liberty Ave,Falls Church,VA,22042,941-586-5648,2010-04-28,Unemployed,Inactive Foster,no,9,61362
51263,Auyeung,May,AuyeungM@gmail.com,male,3612 17th St NE,Washington,DC,20018,146-896-2684,1996-06-01,Student,Inactive Foster,no,8,61363
51264,al-Husain,Nadeera,al-HusainN@msn.com,male,6 Ancell St,Alexandria,VA,22305,947-529-2538,2004-09-06,Employed,Inactive Foster,no,10,61364
51265,el-Shehata,Hikma,el-ShehataH@aol.com,male,5713 S Hil Mar Cir,District Heights,MD,20747,642-523-8493,1961-06-05,Employed,Inactive Foster,no,7,61365
51266,Martinez Mcgraw,Maria,Martinez McgrawM@aol.com,male,1300 Army Navy Dr,Arlington,VA,22202,813-174-5481,1964-07-31,Employed,Inactive Foster,no,6,61366
51267,Lumba,Shivani,LumbaS@gmail.com,male,5043 9th St S,Arlington,VA,22204,198-476-1823,1986-06-21,Employed,Active Foster,no,6,61367
51268,Hatch,Shadara,HatchS@msn.com,male,7312 Statecrest Dr,Annandale,VA,22033,689-548-8612,1969-02-10,Student,Inactive Foster,no,1,61368
51269,Smith,Cameron,SmithC@aol.com,male,702 E St NE,Washington,DC,20002,725-587-2357,2004-11-21,Employed,Inactive Foster,no,2,61369
51270,Thompson II,Kiara,Thompson IIK@gmail.com,male,3239 Ravensworth Pl,Alexandria,VA,22302,528-315-7241,1997-01-30,Employed,Active Foster,no,5,61370
51271,Lawrence,Leona,LawrenceL@msn.com,male,7914 Towerbell Ct,Annandale,VA,22033,185-642-9126,2004-05-17,Employed,Active Foster,no,4,61371
51272,Hoffmann,Simone,HoffmannS@aol.com,male,2812 S Meade St,Arlington,VA,22206,892-619-8912,2008-08-09,Unemployed,Inactive Foster,no,5,61372
51273,Haskins,Kyree,HaskinsK@aol.com,male,2308 Tunlaw Rd NW,Washington,DC,20007,635-162-3629,1968-01-23,Student,Inactive Foster,yes,10,61373
51274,Lee,Akira,LeeA@gmail.com,male,423 Sherrow Ave,Falls Church,VA,22046,748-521-2718,1958-08-12,Retired,Inactive Foster,no,12,61374
51275,Shaw,Randall,ShawR@msn.com,male,906 Turkey Run Rd,Mclean,VA,22101,146-349-4872,1956-09-27,Employed,Active Foster,no,7,61375
51276,Harris,Isaiah,HarrisI@aol.com,male,3030 K St NW,Washington,DC,20007,729-182-3154,1954-06-14,Retired,Active Foster,no,10,61376
51277,Topper,Saraya,TopperS@aol.com,male,7507 Chrisland Cv,Falls Church,VA,22042,926-684-7152,1977-08-19,Employed,Inactive Foster,no,12,61377
51278,Davis,Christopher,DavisC@gmail.com,male,3132 Annandale Rd,Falls Church,VA,22042,972-214-7835,1951-03-17,Employed,Active Foster,no,1,61378
51279,Fermin,Kyler,FerminK@aol.com,male,707 Larchmont Ave,Capitol Heights,MD,20743,819-256-2149,2010-03-23,Employed,Inactive Foster,no,5,61379
51280,al-Qasim,Aneesa,al-QasimA@aol.com,male,653 Morton Pl NE,Washington,DC,20002,417-745-3695,1967-03-23,Retired,Active Foster,no,4,61380
51281,Lanoue,Ta'Jiona,LanoueT@gmail.com,male,3326 E St SE,Washington,DC,20019,462-751-4938,1993-07-25,Student,Active Foster,no,11,61381
51282,Fadler,Abasse,FadlerA@msn.com,male,5400 Cathedral Ave NW,Washington,DC,20016,871-238-7296,1985-09-08,Employed,Active Foster,no,7,61382
51283,Smith-Keagle,Heather,Smith-KeagleH@aol.com,male,5886 Leesburg Pike,Falls Church,VA,22041,681-891-5648,1949-10-22,Retired,Active Foster,no,8,61383
51284,Patterson,Samuel,PattersonS@aol.com,male,7451 Patterson Rd,Falls Church,VA,22043,458-381-6315,1976-03-11,Employed,Active Foster,no,5,61384
51285,Alex,Logan,AlexL@gmail.com,male,809 Graham Rd,Falls Church,VA,22042,637-687-4687,1988-07-06,Employed,Inactive Foster,no,8,61385
51286,Foerster,Lyndsey,FoersterL@msn.com,male,6211 Leesburg Pike,Falls Church,VA,22044,217-469-4671,1999-01-16,Employed,Active Foster,no,12,61386
51287,Okocha,Taylor,OkochaT@aol.com,male,843 Cabell Avenue,Charlottesville,VA,22903,479-794-4769,2004-04-26,Student,Active Foster,no,12,61387
51288,el-Agha,Mahdeeya,el-AghaM@aol.com,male,5840 Crossroads Ctr,Falls Church,VA,22041,762-327-3415,1947-06-11,Unemployed,Inactive Foster,no,6,61388
51289,Gallo,Nickoles,GalloN@msn.com,male,7541 Leesburg Pike,Falls Church,VA,22043,769-145-1925,1978-06-01,Student,Inactive Foster,no,5,61389
51290,Ten,Chakara,TenC@aol.com,male,5300 Wisconsin Ave NW,Washington,DC,20015,832-384-7852,1998-07-25,Student,Inactive Foster,yes,1,61390
51291,Robinson,Cassidy,RobinsonC@aol.com,male,1201 G St NW,Washington,DC,20005,961-671-9128,1965-02-07,Employed,Inactive Foster,no,5,61391
51292,Mills,Naomi,MillsN@gmail.com,male,5333 Wisconsin Ave NW,Washington,DC,20015,465-517-6925,1985-05-21,Unemployed,Inactive Foster,no,6,61392
51293,Williams,Dillon,WilliamsD@msn.com,male,2747 Martin Luther King Jr Ave SE,Washington,DC,20032,683-365-4736,1959-03-09,Retired,Inactive Foster,no,10,61393
51294,Herrera,Luis,HerreraL@aol.com,male,3921 S Capitol St SW,Washington,DC,20032,679-692-6725,1999-06-22,Unemployed,Inactive Foster,no,3,61394
51295,Bathelt,Brianna,BatheltB@aol.com,male,1608 20th St NW,Washington,DC,20009,167-693-2415,1985-08-19,Student,Active Foster,no,5,61395
51296,Nguyen,Melody,NguyenM@gmail.com,male,5100 Wisconsin Ave NW,Washington,DC,20016,945-149-6728,1999-03-03,Retired,Active Foster,no,10,61396
51297,Sanchez,Mario,SanchezM@msn.com,male,1440 P St NW,Washington,DC,20005,816-517-2645,1986-04-27,Student,Active Foster,no,7,61397
51298,al-Yousif,Jaadallah,al-YousifJ@aol.com,male,1345 Park Rd NW,Washington,DC,20010,281-236-4319,2009-04-06,Student,Active Foster,no,2,61398
51299,Elliott,Kaylee,ElliottK@msn.com,male,1317 Pennsylvania Ave SE,Washington,DC,20003,271-462-9452,1971-03-01,Employed,Inactive Foster,no,11,61399
51300,Smith,Hannah,SmithH@aol.com,male,4616 14th St NW,Washington,DC,20011,694-879-7612,1997-02-21,Student,Active Foster,no,7,61400
51301,Parker,Helena,ParkerH@aol.com,male,826 18th St NW,Washington,DC,20006,173-823-7135,1984-04-02,Student,Active Foster,no,12,61401
51302,Bentley,Marcus,BentleyM@gmail.com,male,1101 25th St NW,Washington,DC,20037,879-485-4925,1958-01-29,Student,Active Foster,no,10,61402
51303,Huling III,Cynthia,Huling IIIC@msn.com,male,1319 18th St NW,Washington,DC,20036,541-489-1492,1952-10-23,Unemployed,Active Foster,no,8,61403
51304,Kurth,Laura,KurthL@aol.com,male,1807 18th St NW,Washington,DC,20009,846-789-2613,1956-06-18,Employed,Inactive Foster,no,10,61404
51305,Holiday,Kiana,HolidayK@aol.com,male,300 Morse St NE,Washington,DC,20002,847-649-8439,1988-04-17,Employed,Active Foster,no,4,61405
51306,Roberts,Amber,RobertsA@gmail.com,male,516 23rd St NW,Washington,DC,20037,859-769-1523,1976-01-03,Employed,Active Foster,no,3,61406
51307,Kitchens,Brandon,KitchensB@msn.com,male,529 14th St NW,Washington,DC,20045,389-617-7425,2007-03-05,Employed,Inactive Foster,no,1,61407
51308,Tennant,Grace,TennantG@aol.com,male,3100 14th St NW,Washington,DC,20010,618-524-9251,1986-10-10,Employed,Inactive Foster,no,5,61408
51309,Ferman,Maurice,FermanM@gmail.com,male,94 Palmer Aly NW,Washington,DC,20001,927-752-4789,1980-08-04,Employed,Active Foster,no,10,61409
51310,Aragon,Yuliza,AragonY@msn.com,male,1548 Benning Rd NE,Washington,DC,20002,863-381-7924,1991-10-28,Employed,Inactive Foster,no,3,61410
51311,Kaiser,Morgan,KaiserM@aol.com,male,2305 Rhode Island Ave NE,Washington,DC,20018,249-567-3298,1978-07-09,Employed,Inactive Foster,yes,12,61411
51312,Griego,Timothy,GriegoT@aol.com,male,1251 9th St NW,Washington,DC,20001,237-156-8524,1987-01-16,Student,Inactive Foster,no,8,61412
51313,Ramkumar,Daeun,RamkumarD@gmail.com,male,908 17th St NW,Washington,DC,20006,864-295-1268,2002-06-03,Employed,Active Foster,no,12,61413
51314,Dinsmore,Louie,DinsmoreL@msn.com,male,111 19th St NW,Washington,DC,20036,189-791-8532,1964-05-25,Employed,Active Foster,no,8,61414
51315,el-Yousuf,Ghaali,el-YousufG@aol.com,male,1230 New York Ave NE,Washington,DC,20002,623-674-7396,1973-07-23,Employed,Active Foster,no,4,61415
51316,Jantz,Claire,JantzC@aol.com,male,3030 M St NW,Washington,DC,20007,714-823-5632,1998-12-22,Student,Inactive Foster,no,10,61416
51317,Carriedo,Jared,CarriedoJ@gmail.com,male,2516 Columbia Pike,Arlington,VA,22204,435-153-1856,2003-10-16,Unemployed,Inactive Foster,no,10,61417
51318,Begaye,Callie,BegayeC@msn.com,male,2501 9th Rd S,Arlington,VA,22204,483-817-1758,1982-01-10,Retired,Inactive Foster,no,11,61418
51319,Marfil,Eduardo,MarfilE@aol.com,male,300 N Glebe Rd,Arlington,VA,22203,579-563-6875,1984-08-03,Student,Active Foster,no,11,61419
51320,Hishinuma,Brandon,HishinumaB@gmail.com,male,1201 S Hayes St,Arlington,VA,22202,895-469-1638,1968-09-13,Employed,Active Foster,no,8,61420
51321,al-Diab,Aaisha,al-DiabA@msn.com,male,1200 N Veitch St,Arlington,VA,22201,247-851-3951,1957-04-20,Student,Active Foster,no,5,61421
51322,Ilgenfritz,Daniel,IlgenfritzD@aol.com,male,1625 Wilson Blvd,Arlington,VA,22209,829-641-2356,1949-05-15,Employed,Active Foster,no,7,61422
51323,Tat,Hai,TatH@aol.com,male,2324 Columbia Pike,Arlington,VA,22204,481-832-2187,1956-04-05,Retired,Inactive Foster,no,8,61423
51324,Liles,Garitt,LilesG@gmail.com,male,1810 N Moore St,Arlington,VA,22209,271-481-3486,1958-03-05,Retired,Inactive Foster,no,1,61424
51325,Ngo,Devin,NgoD@msn.com,male,1401 N Taft St,Arlington,VA,22201,569-251-7264,1968-01-22,Employed,Active Foster,no,11,61425
51326,Mclachlan,Bailey,MclachlanB@aol.com,male,1144 N Stuart St,Arlington,VA,22201,371-156-5928,1969-12-25,Student,Inactive Foster,no,3,61426
51327,al-Ayoob,Mubashshir,al-AyoobM@aol.com,male,4505 Lee Hwy,Arlington,VA,22207,516-359-1756,2003-04-28,Student,Active Foster,no,12,61427
51328,Monday,Ryan,MondayR@gmail.com,male,1101 S Joyce St,Arlington,VA,22029,265-953-9738,1970-03-03,Retired,Inactive Foster,no,2,61428
51329,Maes,Martin,MaesM@aol.com,male,2250 Clarendon Blvd,Arlington,VA,22201,635-958-4783,1978-05-11,Employed,Inactive Foster,no,6,61429
51330,Willis,Mariah,WillisM@aol.com,male,523 Carpenter Rd,Fort Myer,VA,22211,584-268-6271,2003-05-20,Employed,Active Foster,no,9,61430
51331,el-Saeed,Tahiyya,el-SaeedT@gmail.com,male,3610 Lee Hwy,Arlington,VA,22207,289-365-3948,1968-10-21,Retired,Inactive Foster,no,4,61431
51332,Price,Vivian,PriceV@msn.com,male,4100 Fairfax Dr,Arlington,VA,22203,958-593-2391,1957-06-28,Retired,Active Foster,no,9,61432
51333,Anderson,Autumn,AndersonA@aol.com,male,900 N Randolph St,Arlington,VA,22203,384-931-6479,1987-08-15,Student,Active Foster,no,9,61433
51334,el-Srour,Zuhra,el-SrourZ@aol.com,male,2501 9th Rd S,Arlington,VA,22204,673-921-6841,1958-12-03,Employed,Inactive Foster,no,9,61434
51335,Hardwell,Kaitlyn,HardwellK@gmail.com,male,1201 S Courthouse Rd,Arlington,VA,22204,275-693-4351,1982-01-18,Unemployed,Inactive Foster,no,6,61435
51336,Joy,Aiyana,JoyA@msn.com,male,4200 Columbia Pike,Arlington,VA,22204,387-519-7543,1959-10-02,Employed,Active Foster,no,3,61436
51337,Quintana,David,QuintanaD@aol.com,male,1235 Jefferson Davis Hwy,Arlington,VA,22202,123-621-3128,1953-10-05,Employed,Inactive Foster,no,5,61437
51338,Kent,Garrett,KentG@aol.com,male,1201 S Eads St,Arlington,VA,22202,429-527-6125,1968-06-19,Retired,Active Foster,yes,4,61438
51339,Garcia,Edmundo,GarciaE@msn.com,male,850 N Randolph St,Arlington,VA,22203,643-684-6387,1991-11-16,Employed,Active Foster,no,7,61439
